station_origin,station_destination,flows
Kennington,Stonebridge Park,0
Kennington,Stratford,57
Kennington,Sudbury Hill,0
Kennington,Swiss Cottage,9
Kennington,Temple,28
Kennington,Tooting Bec,8
Kennington,Tooting Broadway,44
Kennington,Tottenham Court Road,204
Kennington,Tottenham Hale,3
Kennington,Totteridge & Whetstone,1
Kennington,Tower Hill,16
Kennington,Tufnell Park,5
Kennington,Turnham Green,2
Kennington,Turnpike Lane,4
Kennington,Upminster,0
Kennington,Upney,0
Kennington,Upton Park,0
Kennington,Uxbridge,2
Kennington,Vauxhall,9
Kennington,Victoria,35
Kennington,Walthamstow Central,2
Kennington,Wanstead,0
Kennington,Warren Street,97
Kennington,Warwick Avenue,1
Kennington,Waterloo,127
Kennington,Watford,0
Kennington,Wembley Central,0
Kennington,Wembley Park,6
Kennington,West Acton,2
Kennington,West Brompton,8
Kennington,West Finchley,0
Kennington,West Ham,3
Kennington,West Hampstead,7
Kennington,West Kensington,6
Kennington,Westbourne Park,1
Kennington,Westminster,11
Kennington,White City,38
Kennington,Whitechapel,14
Kennington,Willesden Green,1
Kennington,Willesden Junction,3
Kennington,Wood Green,6
Kennington,Woodford,0
Kennington,Woodside Park,4
Kensal Green,Acton Central,2
Kensal Green,Aldgate,11
Kensal Green,Aldgate East,5
Kensal Green,Amersham,0
Kensal Green,Angel,2
Kensal Green,Baker Street,48
Kensal Green,Bank and Monument,36
Kensal Green,Barbican,11
Kensal Green,Bayswater,5
Kensal Green,Becontree,0
Kensal Green,Bermondsey,5
Kensal Green,Bethnal Green,3
Kensal Green,Blackfriars,15
Kensal Green,Blackhorse Road,0
Kensal Green,Bond Street,16
Kensal Green,Borough,1
Kensal Green,Bounds Green,0
Kensal Green,Brixton,4
Kensal Green,Bromley-by-Bow,1
Kensal Green,Bushey,1
Kensal Green,Caledonian Road,0
Kensal Green,Camden Town,0
Kensal Green,Canada Water,3
Kensal Green,Canary Wharf,25
Kensal Green,Canning Town,3
Kensal Green,Cannon Street,4
Kensal Green,Carpenders Park,3
Kensal Green,Chancery Lane,29
Kensal Green,Charing Cross,46
Kensal Green,Clapham Common,1
Kensal Green,Clapham Junction,0
Kensal Green,Clapham North,1
Kensal Green,Clapham South,1
Kensal Green,Colliers Wood,1
Kensal Green,Covent Garden,3
Kensal Green,Dalston Kingsland,0
Kensal Green,Earl's Court,3
Kensal Green,East Finchley,0
Kensal Green,East Ham,0
Kensal Green,East Putney,3
Kensal Green,Edgware Road,17
Kensal Green,Elephant & Castle,15
Kensal Green,Embankment,22
Kensal Green,Euston,239
Kensal Green,Euston Square,3
Kensal Green,Farringdon,41
Kensal Green,Finchley Central,0
Kensal Green,Finchley Road & Frognal,0
Kensal Green,Finsbury Park,1
Kensal Green,Fulham Broadway,1
Kensal Green,Gants Hill,0
Kensal Green,Gloucester Road,4
Kensal Green,Goodge Street,3
Kensal Green,Green Park,18
Kensal Green,Gunnersbury,1
Kensal Green,Hackney Central,0
Kensal Green,Hammersmith,1
Kensal Green,Hampstead Heath,0
Kensal Green,Harlesden,23
Kensal Green,Harrow & Wealdstone,40
Kensal Green,Harrow-on-the-Hill,1
Kensal Green,Hatch End,0
Kensal Green,Headstone Lane,1
Kensal Green,Heathrow Terminals 123,0
Kensal Green,High Barnet,0
Kensal Green,High Street Kensington,10
Kensal Green,Highbury & Islington,2
Kensal Green,Highgate,0
Kensal Green,Holborn,23
Kensal Green,Holloway Road,0
Kensal Green,Hyde Park Corner,2
Kensal Green,Imperial Wharf,0
Kensal Green,Kennington,0
Kensal Green,Kensington,0
Kensal Green,Kenton,46
Kensal Green,Kew Gardens,0
Kensal Green,Kilburn High Road,11
Kensal Green,Kilburn Park,18
Kensal Green,King's Cross St. Pancras,11
Kensal Green,Knightsbridge,7
Kensal Green,Lambeth North,6
Kensal Green,Leicester Square,2
Kensal Green,Leytonstone,0
Kensal Green,Liverpool Street,35
Kensal Green,London Bridge,27
Kensal Green,Maida Vale,14
Kensal Green,Manor House,0
Kensal Green,Mansion House,7
Kensal Green,Marble Arch,1
Kensal Green,Marylebone,28
Kensal Green,Mile End,4
Kensal Green,Moorgate,20
Kensal Green,Morden,1
Kensal Green,Mornington Crescent,1
Kensal Green,North Greenwich,3
Kensal Green,North Wembley,10
Kensal Green,Northwood,0
Kensal Green,Notting Hill Gate,2
Kensal Green,Old Street,4
Kensal Green,Oval,2
Kensal Green,Oxford Circus,125
Kensal Green,Paddington,69
Kensal Green,Parsons Green,2
Kensal Green,Piccadilly Circus,48
Kensal Green,Pimlico,10
Kensal Green,Pinner,1
Kensal Green,Putney Bridge,2
Kensal Green,Queen's Park,105
Kensal Green,Ravenscourt Park,0
Kensal Green,Rayners Lane,0
Kensal Green,Regent's Park,28
Kensal Green,Richmond,2
Kensal Green,Russell Square,2
Kensal Green,Seven Sisters,1
Kensal Green,Shepherd's Bush,0
Kensal Green,Sloane Square,7
Kensal Green,South Acton,0
Kensal Green,South Hampstead,17
Kensal Green,South Kensington,13
Kensal Green,South Kenton,0
Kensal Green,Southfields,2
Kensal Green,Southgate,0
Kensal Green,Southwark,13
Kensal Green,St. James's Park,11
Kensal Green,St. John's Wood,1
Kensal Green,St. Paul's,19
Kensal Green,Stepney Green,1
Kensal Green,Stockwell,2
Kensal Green,Stonebridge Park,23
Kensal Green,Stratford,2
Kensal Green,Temple,5
Kensal Green,Tooting Bec,0
Kensal Green,Tooting Broadway,2
Kensal Green,Tottenham Court Road,13
Kensal Green,Tottenham Hale,1
Kensal Green,Totteridge & Whetstone,0
Kensal Green,Tower Hill,6
Kensal Green,Turnpike Lane,0
Kensal Green,Upton Park,0
Kensal Green,Uxbridge,3
Kensal Green,Vauxhall,16
Kensal Green,Victoria,54
Kensal Green,Walthamstow Central,0
Kensal Green,Warren Street,3
Kensal Green,Warwick Avenue,22
Kensal Green,Waterloo,25
Kensal Green,Watford High Street,8
Kensal Green,Watford Junction,28
Kensal Green,Wembley Central,65
Kensal Green,West Brompton,2
Kensal Green,Westminster,17
Kensal Green,Whitechapel,3
Kensal Green,Willesden Junction,45
Kensal Green,Wimbledon,4
Kensal Green,Wood Green,1
Kensal Rise,Acton Central,89
Kensal Rise,Barking,3
Kensal Rise,Bethnal Green,1
Kensal Rise,Blackhorse Road,1
Kensal Rise,Brondesbury,78
Kensal Rise,Brondesbury Park,9
Kensal Rise,Caledonian Road & Barnsbury,26
Kensal Rise,Camden Road,81
Kensal Rise,Canada Water,0
Kensal Rise,Canonbury,9
Kensal Rise,Clapham High Street,3
Kensal Rise,Clapham Junction,171
Kensal Rise,Clapton,0
Kensal Rise,Crouch Hill,4
Kensal Rise,Crystal Palace,0
Kensal Rise,Dalston Junction,0
Kensal Rise,Dalston Kingsland,19
Kensal Rise,Denmark Hill,3
Kensal Rise,Edmonton Green,0
Kensal Rise,Enfield Town,0
Kensal Rise,Euston,0
Kensal Rise,Finchley Road & Frognal,93
Kensal Rise,Forest Hill,0
Kensal Rise,Gospel Oak,73
Kensal Rise,Gunnersbury,99
Kensal Rise,Hackney Central,18
Kensal Rise,Hackney Wick,4
Kensal Rise,Haggerston,3
Kensal Rise,Hampstead Heath,87
Kensal Rise,Harlesden,1
Kensal Rise,Harringay Green Lanes,2
Kensal Rise,Harrow & Wealdstone,0
Kensal Rise,Headstone Lane,0
Kensal Rise,Highams Park,0
Kensal Rise,Highbury & Islington,111
Kensal Rise,Homerton,6
Kensal Rise,Hoxton,10
Kensal Rise,Imperial Wharf,46
Kensal Rise,Kensington,58
Kensal Rise,Kentish Town West,73
Kensal Rise,Kenton,0
Kensal Rise,Kew Gardens,10
Kensal Rise,Leyton Midland Road,2
Kensal Rise,Leytonstone High Road,1
Kensal Rise,New Cross,1
Kensal Rise,New Cross Gate,1
Kensal Rise,North Wembley,0
Kensal Rise,Norwood Junction,0
Kensal Rise,Peckham Rye,1
Kensal Rise,Queen's Park,0
Kensal Rise,Queens Road Peckham,1
Kensal Rise,Richmond,124
Kensal Rise,Shadwell,1
Kensal Rise,Shepherd's Bush,126
Kensal Rise,Shoreditch High Street,15
Kensal Rise,Silver Street,0
Kensal Rise,South Acton,43
Kensal Rise,South Kenton,0
Kensal Rise,South Tottenham,1
Kensal Rise,Stonebridge Park,0
Kensal Rise,Stratford,39
Kensal Rise,Surrey Quays,0
Kensal Rise,Upper Holloway,7
Kensal Rise,Walthamstow Queen's Road,2
Kensal Rise,Wandsworth Road,7
Kensal Rise,Wanstead Park,0
Kensal Rise,Wapping,0
Kensal Rise,Watford Junction,2
Kensal Rise,Wembley Central,1
Kensal Rise,West Brompton,140
Kensal Rise,West Croydon,0
Kensal Rise,West Hampstead,198
Kensal Rise,White Hart Lane,0
Kensal Rise,Whitechapel,4
Kensal Rise,Willesden Junction,33
Kensal Rise,Wood Street,0
Kensal Rise,Woodgrange Park,0
Kensington,Acton Town,0
Kensington,Aldgate East,0
Kensington,Alperton,0
Kensington,Amersham,0
Kensington,Angel,0
Kensington,Arnos Grove,0
Kensington,Baker Street,0
Kensington,Bank and Monument,0
Kensington,Barbican,0
Kensington,Barking,0
Kensington,Barons Court,0
Kensington,Bayswater,0
Kensington,Bermondsey,0
Kensington,Bethnal Green,0
Kensington,Blackfriars,0
Kensington,Blackhorse Road,0
Kensington,Bond Street,0
Kensington,Borough,0
Kensington,Boston Manor,0
Kensington,Bounds Green,0
Kensington,Brixton,0
Kensington,Brockley,0
Kensington,Bromley-by-Bow,0
Kensington,Brondesbury,15
Kensington,Brondesbury Park,10
Kensington,Buckhurst Hill,0
Kensington,Bushey,0
Kensington,Caledonian Road,0
Kensington,Caledonian Road & Barnsbury,2
Kensington,Camden Road,9
Kensington,Camden Town,0
Kensington,Canada Water,0
Kensington,Canary Wharf,0
Kensington,Canning Town,0
Kensington,Cannon Street,0
Kensington,Canonbury,0
Kensington,Carpenders Park,0
Kensington,Chancery Lane,0
Kensington,Charing Cross,0
Kensington,Cheshunt,0
Kensington,Chiswick Park,0
Kensington,Clapham Common,0
Kensington,Clapham High Street,10
Kensington,Clapham Junction,144
Kensington,Clapham South,0
Kensington,Cockfosters,0
Kensington,Covent Garden,0
Kensington,Crouch Hill,0
Kensington,Dagenham East,0
Kensington,Dagenham Heathway,0
Kensington,Dalston Junction,0
Kensington,Dalston Kingsland,3
Kensington,Debden,0
Kensington,Denmark Hill,12
Kensington,Ealing Broadway,0
Kensington,Ealing Common,0
Kensington,Earl's Court,1
Kensington,East Finchley,0
Kensington,East Ham,0
Kensington,East Putney,0
Kensington,Eastcote,0
Kensington,Edgware Road,0
Kensington,Edmonton Green,0
Kensington,Elephant & Castle,0
Kensington,Elm Park,0
Kensington,Embankment,0
Kensington,Enfield Town,0
Kensington,Epping,0
Kensington,Euston,0
Kensington,Farringdon,0
Kensington,Finchley Central,0
Kensington,Finchley Road & Frognal,18
Kensington,Finsbury Park,0
Kensington,Forest Hill,0
Kensington,Fulham Broadway,0
Kensington,Gants Hill,0
Kensington,Gloucester Road,0
Kensington,Goodge Street,0
Kensington,Gospel Oak,3
Kensington,Green Park,0
Kensington,Gunnersbury,0
Kensington,Hackney Central,2
Kensington,Hackney Wick,0
Kensington,Haggerston,0
Kensington,Hainault,0
Kensington,Hammersmith,0
Kensington,Hampstead Heath,17
Kensington,Harlesden,0
Kensington,Harringay Green Lanes,0
Kensington,Harrow & Wealdstone,0
Kensington,Harrow-on-the-Hill,0
Kensington,Hatch End,0
Kensington,Hatton Cross,0
Kensington,Headstone Lane,0
Kensington,Heathrow Terminal 4,0
Kensington,Heathrow Terminal 5,0
Kensington,Heathrow Terminals 123,0
Kensington,High Barnet,0
Kensington,High Street Kensington,0
Kensington,Highams Park,0
Kensington,Highbury & Islington,8
Kensington,Holborn,0
Kensington,Holloway Road,0
Kensington,Homerton,0
Kensington,Hornchurch,0
Kensington,Hounslow East,0
Kensington,Hounslow West,0
Kensington,Hoxton,0
Kensington,Hyde Park Corner,0
Kensington,Imperial Wharf,37
Kensington,Kennington,0
Kensington,Kensal Green,0
Kensington,Kensal Rise,10
Kensington,Kentish Town West,0
Kensington,Kenton,1
Kensington,Kew Gardens,0
Kensington,King's Cross St. Pancras,0
Kensington,Kingsbury,0
Kensington,Knightsbridge,0
Kensington,Leicester Square,0
Kensington,Leyton,0
Kensington,Leyton Midland Road,0
Kensington,Leytonstone,0
Kensington,Liverpool Street,0
Kensington,London Bridge,0
Kensington,Loughton,0
Kensington,Manor House,0
Kensington,Mansion House,0
Kensington,Marylebone,0
Kensington,Mile End,0
Kensington,Morden,0
Kensington,Neasden,0
Kensington,New Cross Gate,0
Kensington,Newbury Park,0
Kensington,North Ealing,0
Kensington,North Greenwich,0
Kensington,North Wembley,1
Kensington,Notting Hill Gate,0
Kensington,Oakwood,0
Kensington,Old Street,0
Kensington,Oxford Circus,0
Kensington,Paddington,0
Kensington,Park Royal,0
Kensington,Parsons Green,0
Kensington,Peckham Rye,3
Kensington,Piccadilly Circus,0
Kensington,Pimlico,0
Kensington,Plaistow,0
Kensington,Putney Bridge,0
Kensington,Queen's Park,0
Kensington,Queens Road Peckham,1
Kensington,Ravenscourt Park,0
Kensington,Rayners Lane,0
Kensington,Redbridge,0
Kensington,Richmond,0
Kensington,Rotherhithe,0
Kensington,Russell Square,0
Kensington,Seven Sisters,0
Kensington,Shepherd's Bush,44
Kensington,Silver Street,0
Kensington,Sloane Square,0
Kensington,Snaresbrook,0
Kensington,South Ealing,0
Kensington,South Hampstead,0
Kensington,South Harrow,0
Kensington,South Kensington,0
Kensington,South Kenton,0
Kensington,South Tottenham,0
Kensington,South Wimbledon,0
Kensington,South Woodford,0
Kensington,Southfields,0
Kensington,Southgate,0
Kensington,Southwark,0
Kensington,St. James's Park,0
Kensington,St. John's Wood,0
Kensington,St. Paul's,0
Kensington,Stamford Brook,0
Kensington,Stepney Green,0
Kensington,Stockwell,0
Kensington,Stonebridge Park,0
Kensington,Stratford,6
Kensington,Sudbury Hill,0
Kensington,Surrey Quays,0
Kensington,Swiss Cottage,0
Kensington,Sydenham,0
Kensington,Temple,0
Kensington,Tooting Bec,0
Kensington,Tooting Broadway,0
Kensington,Tottenham Court Road,0
Kensington,Tottenham Hale,0
Kensington,Tower Hill,0
Kensington,Turnham Green,0
Kensington,Turnpike Lane,0
Kensington,Upminster,0
Kensington,Upney,0
Kensington,Upper Holloway,1
Kensington,Upton Park,0
Kensington,Uxbridge,0
Kensington,Vauxhall,0
Kensington,Victoria,0
Kensington,Walthamstow Central,0
Kensington,Walthamstow Queen's Road,0
Kensington,Wandsworth Road,2
Kensington,Wanstead,0
Kensington,Wanstead Park,0
Kensington,Wapping,0
Kensington,Warren Street,0
Kensington,Waterloo,0
Kensington,Watford High Street,0
Kensington,Wembley Central,0
Kensington,Wembley Park,0
Kensington,West Brompton,53
Kensington,West Ham,0
Kensington,West Hampstead,7
Kensington,West Kensington,0
Kensington,Westminster,0
Kensington,Whitechapel,0
Kensington,Willesden Junction,12
Kensington,Wimbledon,0
Kensington,Wimbledon Park,0
Kensington,Wood Green,0
Kensington,Wood Street,0
Kensington,Woodford,0
Kensington,Woodside Park,0
Kentish Town,Acton Town,0
Kentish Town,Aldgate,18
Kentish Town,Aldgate East,6
Kentish Town,Amersham,0
Kentish Town,Angel,34
Kentish Town,Archway,85
Kentish Town,Arnos Grove,0
Kentish Town,Arsenal,0
Kentish Town,Baker Street,5
Kentish Town,Balham,14
Kentish Town,Bank and Monument,141
Kentish Town,Barbican,4
Kentish Town,Barking,0
Kentish Town,Barons Court,3
Kentish Town,Becontree,0
Kentish Town,Belsize Park,5
Kentish Town,Bermondsey,3
Kentish Town,Bethnal Green,3
Kentish Town,Blackfriars,4
Kentish Town,Blackhorse Road,1
Kentish Town,Bond Street,13
Kentish Town,Borough,11
Kentish Town,Boston Manor,1
Kentish Town,Bounds Green,0
Kentish Town,Bow Road,1
Kentish Town,Brent Cross,0
Kentish Town,Brixton,8
Kentish Town,Bromley-by-Bow,1
Kentish Town,Burnt Oak,3
Kentish Town,Caledonian Road,0
Kentish Town,Camden Town,71
Kentish Town,Canada Water,4
Kentish Town,Canary Wharf,40
Kentish Town,Canning Town,1
Kentish Town,Cannon Street,4
Kentish Town,Canons Park,0
Kentish Town,Chalfont & Latimer,0
Kentish Town,Chalk Farm,4
Kentish Town,Chancery Lane,17
Kentish Town,Charing Cross,90
Kentish Town,Chesham,0
Kentish Town,Clapham Common,5
Kentish Town,Clapham North,2
Kentish Town,Clapham South,1
Kentish Town,Cockfosters,0
Kentish Town,Colindale,4
Kentish Town,Colliers Wood,1
Kentish Town,Covent Garden,5
Kentish Town,Dagenham East,0
Kentish Town,Dagenham Heathway,0
Kentish Town,Debden,0
Kentish Town,Ealing Broadway,6
Kentish Town,Ealing Common,0
Kentish Town,Earl's Court,5
Kentish Town,East Acton,1
Kentish Town,East Finchley,37
Kentish Town,East Ham,1
Kentish Town,East Putney,3
Kentish Town,Eastcote,0
Kentish Town,Edgware,4
Kentish Town,Edgware Road,3
Kentish Town,Elephant & Castle,8
Kentish Town,Elm Park,0
Kentish Town,Embankment,25
Kentish Town,Epping,0
Kentish Town,Euston,70
Kentish Town,Euston Square,0
Kentish Town,Fairlop,0
Kentish Town,Farringdon,11
Kentish Town,Finchley Central,49
Kentish Town,Finchley Road,0
Kentish Town,Finsbury Park,3
Kentish Town,Fulham Broadway,3
Kentish Town,Gants Hill,0
Kentish Town,Gloucester Road,5
Kentish Town,Golders Green,7
Kentish Town,Goldhawk Road,0
Kentish Town,Goodge Street,73
Kentish Town,Grange Hill,0
Kentish Town,Great Portland Street,0
Kentish Town,Green Park,49
Kentish Town,Greenford,1
Kentish Town,Gunnersbury,1
Kentish Town,Hainault,0
Kentish Town,Hammersmith,16
Kentish Town,Hampstead,13
Kentish Town,Hanger Lane,1
Kentish Town,Harlesden,0
Kentish Town,Harrow-on-the-Hill,0
Kentish Town,Hatton Cross,0
Kentish Town,Heathrow Terminal 4,0
Kentish Town,Heathrow Terminal 5,1
Kentish Town,Heathrow Terminals 123,2
Kentish Town,Hendon Central,6
Kentish Town,High Barnet,25
Kentish Town,High Street Kensington,6
Kentish Town,Highbury & Islington,8
Kentish Town,Highgate,31
Kentish Town,Hillingdon,0
Kentish Town,Holborn,35
Kentish Town,Holland Park,5
Kentish Town,Holloway Road,1
Kentish Town,Hornchurch,0
Kentish Town,Hounslow Central,1
Kentish Town,Hounslow East,1
Kentish Town,Hounslow West,0
Kentish Town,Hyde Park Corner,4
Kentish Town,Kennington,6
Kentish Town,Kew Gardens,0
Kentish Town,King's Cross St. Pancras,55
Kentish Town,Kingsbury,0
Kentish Town,Knightsbridge,12
Kentish Town,Ladbroke Grove,1
Kentish Town,Lambeth North,1
Kentish Town,Lancaster Gate,2
Kentish Town,Latimer Road,0
Kentish Town,Leicester Square,60
Kentish Town,Leyton,0
Kentish Town,Leytonstone,0
Kentish Town,Liverpool Street,25
Kentish Town,London Bridge,75
Kentish Town,Loughton,0
Kentish Town,Maida Vale,1
Kentish Town,Manor House,0
Kentish Town,Mansion House,1
Kentish Town,Marble Arch,12
Kentish Town,Marylebone,1
Kentish Town,Mile End,3
Kentish Town,Mill Hill East,19
Kentish Town,Moorgate,101
Kentish Town,Morden,1
Kentish Town,Mornington Crescent,29
Kentish Town,Newbury Park,0
Kentish Town,North Acton,1
Kentish Town,North Greenwich,6
Kentish Town,North Harrow,0
Kentish Town,Northfields,0
Kentish Town,Northolt,0
Kentish Town,Northwick Park,0
Kentish Town,Northwood,0
Kentish Town,Northwood Hills,0
Kentish Town,Notting Hill Gate,9
Kentish Town,Oakwood,0
Kentish Town,Old Street,108
Kentish Town,Osterley,0
Kentish Town,Oval,4
Kentish Town,Oxford Circus,55
Kentish Town,Paddington,17
Kentish Town,Parsons Green,2
Kentish Town,Perivale,0
Kentish Town,Piccadilly Circus,10
Kentish Town,Pimlico,19
Kentish Town,Pinner,0
Kentish Town,Plaistow,0
Kentish Town,Preston Road,0
Kentish Town,Putney Bridge,1
Kentish Town,Queen's Park,0
Kentish Town,Queensbury,0
Kentish Town,Queensway,3
Kentish Town,Ravenscourt Park,1
Kentish Town,Rayners Lane,0
Kentish Town,Redbridge,0
Kentish Town,Richmond,0
Kentish Town,Rickmansworth,0
Kentish Town,Royal Oak,0
Kentish Town,Ruislip,0
Kentish Town,Ruislip Manor,0
Kentish Town,Russell Square,6
Kentish Town,Seven Sisters,6
Kentish Town,Shepherd's Bush,5
Kentish Town,Shepherd's Bush Market,0
Kentish Town,Sloane Square,13
Kentish Town,Snaresbrook,0
Kentish Town,South Ealing,0
Kentish Town,South Kensington,31
Kentish Town,South Ruislip,0
Kentish Town,South Wimbledon,1
Kentish Town,South Woodford,0
Kentish Town,Southfields,0
Kentish Town,Southgate,0
Kentish Town,Southwark,1
Kentish Town,St. James's Park,34
Kentish Town,St. John's Wood,0
Kentish Town,St. Paul's,8
Kentish Town,Stamford Brook,0
Kentish Town,Stanmore,0
Kentish Town,Stepney Green,2
Kentish Town,Stockwell,4
Kentish Town,Stonebridge Park,0
Kentish Town,Stratford,5
Kentish Town,Sudbury Hill,0
Kentish Town,Sudbury Town,0
Kentish Town,Swiss Cottage,0
Kentish Town,Temple,6
Kentish Town,Tooting Bec,2
Kentish Town,Tooting Broadway,4
